Date,Customer,Country,Product,Business_Line,Sales_Amount,Sales_Amount_Target,Sales_Margin,Sales_Quantity
2010-05-14 00:00:00,Iliyaz,Austria,S12_1680,Truks And Buses,3883,8345,16,11
2006-01-08 00:00:00,Raja,Switzerland,S13_1681,Truks And Buses,6992,13566,26,23
2010-05-10 00:00:00,Kiran,India,S11_1679,Classic cars,8235,10364,45,39
2011-11-18 00:00:00,Iliyaz,Austria,S16_1683,Classic cars,3912,6490,40,74
2011-05-27 00:00:00,Suban,India,S14_1681,Classic cars,7725,19011,50,42
2012-12-20 00:00:00,Raja,Switzerland,S11_1679,Motarcycles,8922,13131,34,65
2012-07-10 00:00:00,Kiran,Australia,S15_1682,Ships,3119,18464,37,41
2012-10-16 00:00:00,Raja,Netherlands,S10_1678,Plans,11355,7882,13,9
2012-05-20 00:00:00,Suban,Germany,S10_1678,Truks And Buses,3820,5305,26,66
2005-07-13 00:00:00,Shafi,France,S14_1681,Classic cars,8454,19617,33,19
2012-11-09 00:00:00,Vijay,Australia,S14_1681,Classic cars,7961,11986,10,10
2009-07-21 00:00:00,Mahesh,Australia,S13_1681,Classic cars,11420,16455,17,8
2006-08-02 00:00:00,Snidha,Brazil,S12_1680,Classic cars,7617,17587,16,54
2008-01-03 00:00:00,Vijay,Switzerland,S11_1679,Classic cars,6122,13393,27,43
2011-04-25 00:00:00,Iliyaz,France,S12_1680,Plans,8312,14226,15,70
2005-06-05 00:00:00,Ramu,Netherlands,S12_1680,Vintage cars,6371,10945,11,58
2008-05-08 00:00:00,Kishan,Netherlands,S12_1680,Classic cars,9019,19898,20,74
2005-06-09 00:00:00,Praveen,France,S16_1683,Vintage cars,9569,12401,22,67
2005-02-26 00:00:00,Kalyan,Switzerland,S13_1681,Motarcycles,8122,16046,44,31
2006-12-06 00:00:00,Ravi,Netherlands,S13_1681,Ships,9451,9057,34,9
2012-07-13 00:00:00,Kalyan,Canada,S13_1681,Plans,10330,7263,40,42
2010-03-18 00:00:00,Praveen,Austria,S14_1681,Plans,11587,9411,38,67
2005-12-18 00:00:00,Iliyaz,Canada,S15_1682,Trains,4062,17304,18,16
2012-11-13 00:00:00,Suban,Brazil,S12_1680,Ships,4713,19389,41,43
2008-05-20 00:00:00,Abhi,Australia,S15_1682,Vintage cars,7670,15904,48,5
2012-06-23 00:00:00,Kishan,India,S13_1681,Classic cars,9502,7187,18,27
2006-04-07 00:00:00,Ravi,Brazil,S11_1679,Motarcycles,10424,14531,13,43
2010-05-29 00:00:00,Praveen,France,S10_1678,Vintage cars,6208,16683,35,75
2005-09-20 00:00:00,Ramu,Australia,S12_1680,Motarcycles,11240,10478,37,8
2011-02-16 00:00:00,Ravi,France,S14_1681,Truks And Buses,10656,5693,28,33
2012-12-24 00:00:00,Kiran,Netherlands,S14_1681,Truks And Buses,3627,16968,27,12
2009-03-24 00:00:00,Ramu,Netherlands,S13_1681,Ships,4520,14266,31,52
2008-08-04 00:00:00,Abhi,Australia,S10_1678,Motarcycles,11479,16098,48,10
2010-08-12 00:00:00,Ravi,Canada,S10_1678,Ships,9859,6659,36,72
2012-08-25 00:00:00,Praveen,Netherlands,S10_1678,Truks And Buses,4883,8668,47,36
2008-03-26 00:00:00,Iliyaz,Austria,S11_1679,Truks And Buses,6487,17694,40,27
2009-10-02 00:00:00,Abhi,Germany,S11_1679,Trains,4457,19859,24,47
2006-11-24 00:00:00,Iliyaz,Canada,S11_1679,Motarcycles,4791,8351,25,40
2008-09-05 00:00:00,Praveen,Germany,S12_1680,Truks And Buses,9673,10045,12,33
2005-06-21 00:00:00,Abhi,Brazil,S15_1682,Classic cars,3443,12968,36,36
2012-10-15 00:00:00,Shafi,Brazil,S11_1679,Trains,4685,14015,33,19
2005-11-06 00:00:00,Vijay,Germany,S11_1679,Classic cars,3870,12508,28,20
2005-07-27 00:00:00,Praveen,Germany,S14_1681,Plans,11217,6261,43,68
2005-11-13 00:00:00,Vijay,Netherlands,S13_1681,Motarcycles,9202,19539,23,29
2009-06-14 00:00:00,Ravi,France,S13_1681,Vintage cars,7100,10977,34,48
2008-04-19 00:00:00,Ramu,Germany,S11_1679,Plans,8761,5091,44,24
2009-07-11 00:00:00,Praveen,Austria,S11_1679,Truks And Buses,10620,7866,32,57
2007-11-27 00:00:00,Mahesh,France,S15_1682,Trains,8862,11517,13,50
2010-07-14 00:00:00,Abhi,Switzerland,S13_1681,Classic cars,9772,10888,16,67
2007-07-21 00:00:00,Kalyan,Netherlands,S11_1679,Classic cars,10038,18415,33,43
2008-09-12 00:00:00,Suban,Australia,S10_1678,Classic cars,8058,12581,33,15
2005-06-22 00:00:00,Shafi,Germany,S15_1682,Truks And Buses,11193,7667,42,73
2005-02-15 00:00:00,Snidha,Canada,S10_1678,Motarcycles,8092,17346,23,59
2011-03-01 00:00:00,Raja,France,S10_1678,Truks And Buses,3992,16381,48,7
2011-08-15 00:00:00,Shafi,Brazil,S10_1678,Plans,7013,16787,19,62
2008-11-06 00:00:00,Vijay,France,S14_1681,Ships,11695,14229,29,24
2010-01-15 00:00:00,Kishan,Switzerland,S11_1679,Plans,9996,7206,36,18
2006-01-06 00:00:00,Ravi,Germany,S11_1679,Trains,7001,10083,27,6
2006-04-20 00:00:00,Suban,Austria,S14_1681,Plans,8554,10183,26,51
2006-01-09 00:00:00,Snidha,Brazil,S14_1681,Plans,10768,5106,20,79
2005-04-01 00:00:00,Suban,Germany,S12_1680,Motarcycles,5692,12331,11,48
2008-09-29 00:00:00,Snidha,Brazil,S14_1681,Vintage cars,7253,5327,22,64
2011-07-08 00:00:00,Suban,Switzerland,S13_1681,Truks And Buses,9485,8125,47,35
2008-09-04 00:00:00,Kalyan,Australia,S14_1681,Classic cars,11776,18271,50,54
2006-07-20 00:00:00,Ramu,Brazil,S15_1682,Plans,9775,12051,41,8
2006-11-28 00:00:00,Vijay,India,S15_1682,Classic cars,10381,11557,42,12
2010-06-24 00:00:00,Kishan,Switzerland,S12_1680,Ships,11709,11494,36,25
2008-06-15 00:00:00,Shafi,Switzerland,S10_1678,Motarcycles,7157,18492,45,31
2008-02-21 00:00:00,Ramu,France,S15_1682,Motarcycles,11591,8234,30,5
2011-07-02 00:00:00,Iliyaz,Brazil,S13_1681,Ships,9393,7018,39,24
2009-04-18 00:00:00,Abhi,Austria,S13_1681,Vintage cars,4011,19040,24,77
2007-12-21 00:00:00,Snidha,Australia,S15_1682,Trains,11051,6923,48,60
2008-07-05 00:00:00,Suban,India,S10_1678,Trains,6564,7605,44,70
2012-08-19 00:00:00,Raja,Austria,S16_1683,Truks And Buses,8105,8507,38,56
2008-07-07 00:00:00,Kiran,India,S15_1682,Motarcycles,5352,18570,14,6
2012-05-17 00:00:00,Praveen,Canada,S16_1683,Classic cars,8326,8735,17,61
2010-06-24 00:00:00,Abhi,India,S10_1678,Truks And Buses,8673,11344,17,74
2012-03-01 00:00:00,Kiran,France,S14_1681,Vintage cars,4422,13062,19,47
2010-07-09 00:00:00,Kishan,Brazil,S16_1683,Plans,10230,7942,22,27
2006-02-15 00:00:00,Mahesh,Netherlands,S11_1679,Motarcycles,5463,7863,16,43
2009-07-15 00:00:00,Shafi,Austria,S10_1678,Ships,8646,14311,26,12
2010-05-24 00:00:00,Kiran,France,S13_1681,Plans,10566,8479,29,14
2005-03-28 00:00:00,Iliyaz,Germany,S14_1681,Truks And Buses,5218,16252,41,26
2010-02-11 00:00:00,Praveen,Brazil,S15_1682,Ships,6470,18832,27,36
2010-05-26 00:00:00,Vijay,Canada,S12_1680,Trains,6912,12298,41,10
2007-09-29 00:00:00,Kalyan,Austria,S10_1678,Truks And Buses,3384,15323,17,44
2008-04-20 00:00:00,Shafi,Brazil,S16_1683,Ships,9373,15032,31,41
2008-10-12 00:00:00,Mahesh,Austria,S14_1681,Ships,5830,19079,29,7
2011-07-04 00:00:00,Mahesh,France,S13_1681,Trains,5115,7271,28,5
2006-10-10 00:00:00,Raja,Switzerland,S11_1679,Motarcycles,10169,10996,21,31
2009-06-24 00:00:00,Praveen,Netherlands,S12_1680,Vintage cars,4812,9874,45,48
2005-07-05 00:00:00,Ravi,India,S11_1679,Truks And Buses,3396,5592,42,25
2009-02-02 00:00:00,Suban,France,S16_1683,Vintage cars,7275,15167,21,40
2012-01-28 00:00:00,Ramu,Netherlands,S15_1682,Trains,4563,18586,35,72
2011-07-13 00:00:00,Mahesh,India,S13_1681,Motarcycles,8927,13973,33,34
2009-09-29 00:00:00,Kishan,France,S15_1682,Motarcycles,7843,7355,41,49
2006-03-10 00:00:00,Raja,Austria,S10_1678,Motarcycles,3352,12402,35,68
2011-11-14 00:00:00,Ravi,Brazil,S16_1683,Classic cars,7244,19953,33,35
2010-02-07 00:00:00,Kalyan,Austria,S14_1681,Ships,4893,12407,47,37
2005-05-29 00:00:00,Ravi,Austria,S15_1682,Ships,7206,11182,46,9
2006-01-13 00:00:00,Kishan,Germany,S13_1681,Classic cars,11393,13692,32,16
2011-01-22 00:00:00,Suban,Australia,S13_1681,Vintage cars,5296,8531,46,39
2012-04-03 00:00:00,Suban,France,S13_1681,Truks And Buses,9405,14106,21,23
2009-10-11 00:00:00,Vijay,India,S15_1682,Vintage cars,3362,16797,14,8
2006-06-10 00:00:00,Ramu,Canada,S14_1681,Truks And Buses,9543,11068,43,41
2006-06-29 00:00:00,Raja,Netherlands,S11_1679,Ships,6427,17310,50,22
2008-05-06 00:00:00,Raja,Germany,S12_1680,Truks And Buses,10709,15463,39,17
2005-12-17 00:00:00,Snidha,Switzerland,S16_1683,Vintage cars,4342,11196,41,45
2005-11-15 00:00:00,Mahesh,India,S10_1678,Classic cars,6599,9649,38,58
2007-12-12 00:00:00,Abhi,France,S15_1682,Plans,11774,17309,25,24
2007-03-18 00:00:00,Ramu,Australia,S15_1682,Ships,11539,15709,16,12
2008-02-05 00:00:00,Kalyan,Australia,S14_1681,Plans,6507,15934,33,23
2007-09-19 00:00:00,Shafi,France,S12_1680,Classic cars,8140,17929,35,44
2009-04-03 00:00:00,Mahesh,Australia,S14_1681,Trains,10619,13129,25,80
2010-10-08 00:00:00,Kiran,Germany,S15_1682,Truks And Buses,6829,7635,43,51
2008-10-29 00:00:00,Vijay,Australia,S14_1681,Ships,3084,12098,18,44
2011-08-05 00:00:00,Mahesh,France,S10_1678,Ships,4312,7033,33,38
2010-07-23 00:00:00,Ravi,India,S13_1681,Classic cars,8788,10093,19,22
2005-08-26 00:00:00,Snidha,France,S13_1681,Plans,7817,18800,11,49
2011-03-20 00:00:00,Mahesh,Brazil,S13_1681,Trains,10810,19739,12,56
2011-05-19 00:00:00,Kishan,Switzerland,S13_1681,Ships,11500,17778,35,22
2005-09-27 00:00:00,Suban,Germany,S12_1680,Classic cars,8612,14107,27,26
2007-07-04 00:00:00,Ramu,Canada,S14_1681,Ships,5602,13805,22,62
2005-11-12 00:00:00,Kalyan,Brazil,S16_1683,Truks And Buses,10481,13453,16,26
2008-11-27 00:00:00,Abhi,Netherlands,S10_1678,Classic cars,11833,12037,44,64
2007-12-23 00:00:00,Ravi,Switzerland,S14_1681,Classic cars,10403,8561,34,24
2006-01-07 00:00:00,Iliyaz,Switzerland,S10_1678,Truks And Buses,8656,13125,50,20
2009-08-02 00:00:00,Suban,Australia,S13_1681,Classic cars,4670,19013,32,38
2005-11-03 00:00:00,Vijay,Australia,S10_1678,Vintage cars,5917,10291,12,34
2007-04-10 00:00:00,Ravi,Switzerland,S12_1680,Truks And Buses,3485,11668,36,52
2005-05-09 00:00:00,Abhi,Brazil,S12_1680,Plans,5273,10549,30,27
2011-02-07 00:00:00,Mahesh,India,S12_1680,Truks And Buses,11743,8318,13,41
2010-03-09 00:00:00,Vijay,Canada,S16_1683,Trains,4038,14736,28,60
2009-05-20 00:00:00,Raja,Austria,S15_1682,Vintage cars,10094,13880,15,10
2012-10-04 00:00:00,Ramu,India,S15_1682,Trains,3164,7138,17,36
2009-05-16 00:00:00,Vijay,France,S13_1681,Classic cars,11390,19701,25,56
2009-07-06 00:00:00,Raja,Netherlands,S13_1681,Vintage cars,9159,10627,17,71
2011-11-09 00:00:00,Raja,Canada,S15_1682,Ships,4945,14537,49,51
2007-11-11 00:00:00,Ravi,Germany,S12_1680,Ships,6866,18108,47,51
2006-02-10 00:00:00,Vijay,Germany,S12_1680,Classic cars,3664,13858,25,53
2009-05-12 00:00:00,Suban,Australia,S15_1682,Motarcycles,3903,13922,40,51
2011-06-02 00:00:00,Raja,Austria,S11_1679,Truks And Buses,4594,18658,28,36
2010-01-24 00:00:00,Snidha,Germany,S14_1681,Truks And Buses,4190,16081,31,45
2005-04-09 00:00:00,Ramu,Australia,S15_1682,Classic cars,9181,18834,29,30
2011-08-23 00:00:00,Abhi,Canada,S16_1683,Classic cars,6300,12659,49,38
2005-11-23 00:00:00,Ramu,Switzerland,S10_1678,Plans,10902,15409,11,7
2008-11-21 00:00:00,Suban,India,S14_1681,Truks And Buses,8548,17758,10,51
2006-09-18 00:00:00,Kiran,Netherlands,S11_1679,Vintage cars,10472,9639,41,35
2010-05-18 00:00:00,Suban,Brazil,S14_1681,Trains,3097,17991,27,71
2011-12-25 00:00:00,Vijay,Brazil,S13_1681,Vintage cars,5968,6692,41,15
2012-11-18 00:00:00,Kalyan,France,S15_1682,Plans,7678,10235,27,30
2010-10-21 00:00:00,Mahesh,Germany,S12_1680,Vintage cars,6695,17227,18,7
2009-04-07 00:00:00,Praveen,Canada,S15_1682,Classic cars,3452,18640,10,22
2010-08-10 00:00:00,Snidha,India,S11_1679,Plans,4138,14091,16,30
2008-08-08 00:00:00,Kiran,India,S12_1680,Classic cars,3426,14083,47,19
2010-11-07 00:00:00,Shafi,Switzerland,S10_1678,Motarcycles,4835,16915,29,26
2010-04-29 00:00:00,Abhi,Australia,S12_1680,Trains,4272,8055,46,52
2007-06-25 00:00:00,Suban,Brazil,S10_1678,Plans,3306,16834,30,6
2012-09-09 00:00:00,Raja,India,S15_1682,Vintage cars,5878,18794,32,56
2011-09-14 00:00:00,Abhi,France,S16_1683,Motarcycles,4079,12431,39,21
2010-12-17 00:00:00,Suban,Australia,S15_1682,Motarcycles,9520,13782,28,55
2010-12-15 00:00:00,Snidha,Australia,S14_1681,Vintage cars,9856,14516,16,61
2006-11-21 00:00:00,Suban,Netherlands,S14_1681,Classic cars,3787,12341,37,64
2005-06-04 00:00:00,Ravi,Canada,S11_1679,Classic cars,10420,10677,49,46
2006-10-21 00:00:00,Suban,France,S11_1679,Trains,9960,6832,46,18
2011-02-20 00:00:00,Kiran,Australia,S10_1678,Trains,4931,12497,34,9
2011-04-02 00:00:00,Snidha,Switzerland,S14_1681,Classic cars,10521,13338,27,68
2005-01-05 00:00:00,Ramu,Austria,S11_1679,Classic cars,8337,14676,14,59
2008-10-02 00:00:00,Mahesh,France,S10_1678,Motarcycles,11518,7327,17,66
2008-12-19 00:00:00,Suban,Austria,S13_1681,Ships,4079,5903,45,43
2008-12-05 00:00:00,Ramu,Switzerland,S15_1682,Trains,8747,17257,37,74
2012-01-20 00:00:00,Kiran,France,S16_1683,Ships,11555,8250,24,75
2006-02-05 00:00:00,Kishan,France,S15_1682,Motarcycles,9849,7816,19,46
2005-05-16 00:00:00,Iliyaz,Austria,S15_1682,Plans,4543,7928,34,17
2008-05-21 00:00:00,Iliyaz,Switzerland,S10_1678,Motarcycles,5437,10997,35,38
2010-05-05 00:00:00,Mahesh,Canada,S14_1681,Vintage cars,9113,17679,25,61
2007-02-18 00:00:00,Kishan,Netherlands,S12_1680,Motarcycles,9904,14804,30,44
2012-03-05 00:00:00,Ravi,Australia,S15_1682,Vintage cars,9763,15901,19,6
2008-02-10 00:00:00,Iliyaz,Australia,S15_1682,Classic cars,9398,18857,18,48
2010-02-17 00:00:00,Suban,Austria,S13_1681,Ships,8164,8274,41,57
2011-06-25 00:00:00,Raja,Brazil,S15_1682,Vintage cars,8570,19838,37,66
2011-04-21 00:00:00,Kiran,Switzerland,S11_1679,Plans,8499,5586,21,21
2006-02-18 00:00:00,Shafi,Switzerland,S13_1681,Ships,7741,9156,40,31
2008-08-17 00:00:00,Praveen,Germany,S11_1679,Motarcycles,7212,5866,39,75
2008-01-18 00:00:00,Snidha,Netherlands,S14_1681,Ships,8930,14381,36,35
2007-03-24 00:00:00,Ramu,Switzerland,S12_1680,Truks And Buses,10398,7470,17,38
2005-06-04 00:00:00,Suban,Brazil,S13_1681,Trains,11618,18028,19,65
2008-06-01 00:00:00,Ramu,Australia,S12_1680,Motarcycles,9861,14736,29,13
2006-12-03 00:00:00,Praveen,India,S14_1681,Vintage cars,6190,16170,27,46
2012-07-26 00:00:00,Abhi,India,S10_1678,Truks And Buses,4408,16400,34,48
2009-02-08 00:00:00,Kalyan,France,S14_1681,Plans,7746,7467,22,14
2006-05-17 00:00:00,Kalyan,India,S10_1678,Trains,10916,7199,24,29
2012-02-24 00:00:00,Praveen,Switzerland,S15_1682,Truks And Buses,3501,11726,13,35
2010-12-18 00:00:00,Shafi,India,S15_1682,Plans,4658,18053,21,14
2012-01-08 00:00:00,Kishan,Australia,S12_1680,Ships,4177,6429,45,52
2005-04-22 00:00:00,Praveen,Canada,S15_1682,Plans,5326,9948,47,66
2005-08-02 00:00:00,Suban,Canada,S13_1681,Truks And Buses,3875,5729,43,41
2009-09-15 00:00:00,Ravi,India,S16_1683,Motarcycles,11758,8193,31,64
2009-10-20 00:00:00,Snidha,Austria,S15_1682,Truks And Buses,5664,7929,47,53
2012-01-12 00:00:00,Abhi,Brazil,S16_1683,Classic cars,4344,12471,41,7
2005-02-22 00:00:00,Kalyan,Canada,S16_1683,Classic cars,3233,16890,35,15
2005-01-16 00:00:00,Iliyaz,Germany,S16_1683,Truks And Buses,4394,16792,38,50
2006-12-29 00:00:00,Mahesh,Austria,S15_1682,Motarcycles,8277,5113,36,40
2009-03-14 00:00:00,Iliyaz,Netherlands,S10_1678,Ships,4543,16006,35,51
2011-11-11 00:00:00,Abhi,Canada,S11_1679,Motarcycles,4320,5434,30,72
2012-02-27 00:00:00,Raja,France,S14_1681,Truks And Buses,11959,11549,17,41
2012-02-18 00:00:00,Abhi,Netherlands,S15_1682,Plans,4847,14932,29,36
2006-08-27 00:00:00,Kiran,Germany,S15_1682,Vintage cars,4209,11195,19,36
2011-12-29 00:00:00,Raja,Brazil,S10_1678,Vintage cars,11878,9647,15,80
2009-11-02 00:00:00,Praveen,France,S11_1679,Vintage cars,9792,9688,11,5
2006-12-17 00:00:00,Raja,Austria,S15_1682,Classic cars,7655,9413,14,43
2010-01-18 00:00:00,Snidha,France,S13_1681,Classic cars,8356,5724,39,11
2008-03-28 00:00:00,Raja,India,S13_1681,Ships,8063,13097,23,64
2008-06-14 00:00:00,Mahesh,Australia,S12_1680,Vintage cars,7967,17266,48,47
2009-03-24 00:00:00,Praveen,France,S15_1682,Trains,8130,8092,31,31
2007-11-09 00:00:00,Ramu,Netherlands,S12_1680,Motarcycles,4489,5389,37,66
2007-09-27 00:00:00,Iliyaz,Canada,S13_1681,Vintage cars,10132,14537,15,22
2011-04-17 00:00:00,Shafi,Brazil,S14_1681,Plans,3177,19136,48,12
2005-05-26 00:00:00,Kishan,Switzerland,S14_1681,Motarcycles,3092,18027,44,20
2005-09-19 00:00:00,Snidha,Australia,S11_1679,Truks And Buses,10023,19630,46,21
2009-03-21 00:00:00,Raja,France,S15_1682,Vintage cars,11647,9942,49,38
2010-05-26 00:00:00,Abhi,Germany,S16_1683,Ships,7802,9838,29,54
2012-10-02 00:00:00,Mahesh,France,S13_1681,Ships,6929,14330,25,16
2009-03-03 00:00:00,Abhi,Austria,S15_1682,Vintage cars,7602,15559,19,27
2008-07-24 00:00:00,Mahesh,Netherlands,S13_1681,Truks And Buses,6658,7372,19,36
2011-03-09 00:00:00,Ravi,Australia,S15_1682,Trains,9655,12903,14,80
2006-04-21 00:00:00,Shafi,Netherlands,S11_1679,Motarcycles,8297,18083,11,31
2006-04-01 00:00:00,Kiran,Canada,S13_1681,Ships,7042,7887,35,9
2009-09-28 00:00:00,Iliyaz,Netherlands,S11_1679,Ships,3588,17424,14,58
2007-09-18 00:00:00,Kalyan,Canada,S12_1680,Ships,8239,14010,18,70
2012-08-20 00:00:00,Kishan,Germany,S15_1682,Plans,3330,17273,30,11
2007-03-18 00:00:00,Ravi,France,S10_1678,Motarcycles,8042,16274,11,34
2007-11-03 00:00:00,Raja,Austria,S14_1681,Truks And Buses,9733,16603,13,44
2010-12-21 00:00:00,Iliyaz,Canada,S14_1681,Trains,7272,12452,21,13
2005-09-06 00:00:00,Abhi,Germany,S14_1681,Ships,9389,17655,31,73
2009-09-19 00:00:00,Snidha,France,S10_1678,Classic cars,5990,9038,39,10
2007-08-11 00:00:00,Suban,France,S16_1683,Motarcycles,9176,6862,47,79
2012-07-04 00:00:00,Raja,India,S15_1682,Motarcycles,4974,16389,24,40
2011-07-03 00:00:00,Shafi,Switzerland,S13_1681,Truks And Buses,8011,17256,25,17
2006-07-19 00:00:00,Shafi,Switzerland,S15_1682,Classic cars,8806,11723,31,52
2006-07-06 00:00:00,Ravi,France,S15_1682,Classic cars,5266,12620,19,29
2005-01-02 00:00:00,Suban,France,S11_1679,Truks And Buses,7755,6179,28,68
2012-09-29 00:00:00,Praveen,India,S12_1680,Plans,4811,12112,11,7
2007-10-15 00:00:00,Suban,Switzerland,S13_1681,Vintage cars,4283,16108,37,78
2012-09-05 00:00:00,Snidha,Austria,S16_1683,Trains,5942,13894,50,31
2008-10-20 00:00:00,Suban,Canada,S11_1679,Classic cars,3371,6650,11,61
2011-08-12 00:00:00,Iliyaz,Austria,S12_1680,Truks And Buses,7003,9319,49,36
2007-02-21 00:00:00,Vijay,Germany,S10_1678,Motarcycles,6995,11543,38,53
2011-08-06 00:00:00,Kalyan,Austria,S13_1681,Trains,4876,11739,40,5
2008-11-15 00:00:00,Snidha,France,S14_1681,Plans,6557,19540,42,73
2009-08-29 00:00:00,Kalyan,Austria,S10_1678,Trains,5289,14340,20,60
2011-05-01 00:00:00,Suban,Switzerland,S10_1678,Classic cars,8423,12879,15,26
2012-12-24 00:00:00,Ramu,Brazil,S16_1683,Truks And Buses,7224,5240,31,65
2011-02-09 00:00:00,Praveen,Switzerland,S16_1683,Truks And Buses,11426,18223,14,74
2008-09-23 00:00:00,Shafi,Switzerland,S16_1683,Vintage cars,6553,6999,11,64
2012-11-16 00:00:00,Shafi,France,S10_1678,Plans,3525,15088,17,33
2011-05-23 00:00:00,Snidha,Netherlands,S12_1680,Truks And Buses,10506,15223,36,15
2010-05-09 00:00:00,Ramu,Netherlands,S12_1680,Trains,4490,9828,47,50
2012-02-25 00:00:00,Snidha,Switzerland,S11_1679,Ships,5794,7661,48,58
2005-01-19 00:00:00,Abhi,Canada,S16_1683,Ships,11209,9734,46,51
2011-08-23 00:00:00,Iliyaz,India,S10_1678,Vintage cars,8682,12366,21,11
2010-11-28 00:00:00,Ravi,France,S12_1680,Plans,8601,17297,40,60
2011-12-11 00:00:00,Kiran,Australia,S11_1679,Ships,4347,8650,17,54
2011-10-23 00:00:00,Raja,France,S13_1681,Vintage cars,7174,15002,16,45
2008-05-27 00:00:00,Kalyan,Switzerland,S12_1680,Vintage cars,5905,12279,40,49
2008-02-24 00:00:00,Abhi,Brazil,S12_1680,Truks And Buses,11136,14147,35,33
2012-03-12 00:00:00,Snidha,Australia,S12_1680,Motarcycles,9526,12207,43,24
2009-01-17 00:00:00,Kalyan,Australia,S13_1681,Trains,10350,15590,25,27
2011-01-21 00:00:00,Ravi,Germany,S16_1683,Plans,5795,17740,11,59
2009-05-21 00:00:00,Snidha,Germany,S12_1680,Vintage cars,10145,11381,37,55
2010-12-10 00:00:00,Shafi,France,S13_1681,Vintage cars,11561,11975,45,54
2012-09-20 00:00:00,Kalyan,Netherlands,S16_1683,Plans,5087,13221,50,15
2009-01-04 00:00:00,Suban,France,S15_1682,Truks And Buses,8564,11715,19,77
2010-05-11 00:00:00,Kalyan,Australia,S14_1681,Trains,8115,16511,42,76
2011-02-12 00:00:00,Vijay,Austria,S16_1683,Plans,9651,14223,24,11
2011-01-17 00:00:00,Iliyaz,Brazil,S13_1681,Ships,5084,6993,21,22
2012-06-25 00:00:00,Shafi,Australia,S15_1682,Classic cars,4427,10691,30,39
2009-11-04 00:00:00,Ravi,Brazil,S11_1679,Vintage cars,4996,15704,35,17
2006-05-11 00:00:00,Vijay,Switzerland,S13_1681,Truks And Buses,3701,8456,49,59
2011-04-15 00:00:00,Suban,Australia,S16_1683,Trains,4870,6917,31,76
2007-11-11 00:00:00,Ramu,Canada,S16_1683,Classic cars,8137,16053,27,26
2008-04-19 00:00:00,Abhi,Netherlands,S12_1680,Trains,7402,19378,23,60
2009-01-20 00:00:00,Mahesh,Canada,S12_1680,Classic cars,6005,13560,48,35
2011-02-15 00:00:00,Ravi,Germany,S10_1678,Truks And Buses,8820,7327,40,26
2010-06-01 00:00:00,Mahesh,Brazil,S12_1680,Trains,3754,7885,35,41
2006-01-06 00:00:00,Ravi,Austria,S12_1680,Trains,6164,10017,14,64
2011-05-11 00:00:00,Kalyan,Germany,S14_1681,Classic cars,3028,14349,41,67
2007-09-20 00:00:00,Snidha,Switzerland,S13_1681,Ships,4903,6252,20,26
2007-01-13 00:00:00,Abhi,Germany,S10_1678,Vintage cars,8194,11348,12,70
2011-05-19 00:00:00,Kiran,Germany,S11_1679,Plans,9142,13834,48,30
2009-12-10 00:00:00,Ramu,Netherlands,S12_1680,Ships,3784,12211,35,59
2009-10-10 00:00:00,Snidha,France,S13_1681,Classic cars,4333,12171,31,67
2008-03-28 00:00:00,Ramu,Netherlands,S14_1681,Plans,6257,14555,29,71
2010-04-18 00:00:00,Suban,Netherlands,S12_1680,Truks And Buses,11504,6403,19,13
2012-11-02 00:00:00,Kalyan,Australia,S13_1681,Trains,6866,15800,43,37
2005-04-01 00:00:00,Iliyaz,Netherlands,S15_1682,Ships,3635,19404,48,19
2010-03-14 00:00:00,Kalyan,Germany,S10_1678,Truks And Buses,8755,10914,17,46
2006-07-11 00:00:00,Suban,Brazil,S11_1679,Plans,4127,5261,18,6
2011-08-24 00:00:00,Kishan,France,S15_1682,Trains,11629,12330,36,23
2008-12-12 00:00:00,Iliyaz,Switzerland,S16_1683,Plans,3145,18607,33,10
2012-02-22 00:00:00,Kishan,Netherlands,S12_1680,Ships,4807,15621,24,17
2009-07-17 00:00:00,Vijay,France,S15_1682,Plans,4792,18498,11,12
2008-06-16 00:00:00,Iliyaz,Canada,S10_1678,Vintage cars,11921,6470,46,49
2010-04-28 00:00:00,Praveen,Germany,S14_1681,Trains,8074,15286,20,12
2008-04-26 00:00:00,Ravi,Australia,S14_1681,Trains,6446,17009,45,54
2011-12-17 00:00:00,Shafi,Canada,S14_1681,Trains,10486,15673,35,60
2011-10-19 00:00:00,Iliyaz,France,S11_1679,Vintage cars,5599,12559,45,52
2009-08-16 00:00:00,Kishan,France,S12_1680,Vintage cars,6654,11593,40,69
2008-05-16 00:00:00,Raja,India,S14_1681,Motarcycles,5008,12416,16,71
2006-06-23 00:00:00,Abhi,Brazil,S10_1678,Plans,10817,12441,31,58
2008-07-09 00:00:00,Praveen,India,S12_1680,Vintage cars,11924,13254,29,54
2006-10-27 00:00:00,Suban,Germany,S14_1681,Ships,5894,8289,32,37
2006-10-11 00:00:00,Raja,Brazil,S10_1678,Trains,7887,16550,27,67
2010-06-06 00:00:00,Kishan,Switzerland,S12_1680,Plans,9197,17556,39,76
2005-01-23 00:00:00,Kiran,Austria,S15_1682,Motarcycles,9930,7822,12,32
2006-03-29 00:00:00,Snidha,Germany,S15_1682,Plans,6888,12197,27,60
2007-03-03 00:00:00,Ravi,Australia,S13_1681,Classic cars,8638,6133,23,66
